,origin_file,coches,personas,semáforos,city,year,label
83,berlin_000083_000019_leftImg8bit_26-01-2018.txt,7,0,3,berlin,2018,0
84,berlin_000084_000019_leftImg8bit_19-01-2016.txt,3,9,0,berlin,2016,0
85,berlin_000085_000019_leftImg8bit_25-10-2015.txt,4,7,5,berlin,2015,0
86,berlin_000086_000019_leftImg8bit_18-05-2019.txt,5,2,2,berlin,2019,0
87,berlin_000087_000019_leftImg8bit_26-10-2017.txt,5,0,1,berlin,2017,0
88,berlin_000088_000019_leftImg8bit_15-10-2016.txt,10,0,1,berlin,2016,0
89,berlin_000089_000019_leftImg8bit_24-04-2016.txt,2,7,0,berlin,2016,0
90,berlin_000090_000019_leftImg8bit_31-07-2017.txt,10,6,0,berlin,2017,0
91,berlin_000091_000019_leftImg8bit_26-12-2017.txt,9,2,0,berlin,2017,0
92,berlin_000092_000019_leftImg8bit_21-11-2018.txt,4,5,0,berlin,2018,0
93,berlin_000093_000019_leftImg8bit_09-04-2017.txt,11,0,2,berlin,2017,0
94,berlin_000094_000019_leftImg8bit_30-03-2016.txt,2,10,4,berlin,2016,0
95,berlin_000095_000019_leftImg8bit_15-01-2015.txt,10,2,0,berlin,2015,0
96,berlin_000096_000019_leftImg8bit_08-10-2018.txt,5,0,0,berlin,2018,0
97,berlin_000097_000019_leftImg8bit_05-08-2017.txt,10,0,0,berlin,2017,0
98,berlin_000098_000019_leftImg8bit_08-07-2019.txt,3,5,0,berlin,2019,0
99,berlin_000099_000019_leftImg8bit_29-10-2016.txt,7,0,0,berlin,2016,0
100,berlin_000100_000019_leftImg8bit_06-09-2017.txt,3,6,2,berlin,2017,0
101,berlin_000101_000019_leftImg8bit_01-01-2015.txt,11,1,0,berlin,2015,0
102,berlin_000102_000019_leftImg8bit_27-05-2017.txt,10,1,0,berlin,2017,0
103,berlin_000103_000019_leftImg8bit_28-02-2015.txt,5,6,1,berlin,2015,0
104,berlin_000104_000019_leftImg8bit_04-06-2017.txt,2,0,0,berlin,2017,0
105,berlin_000105_000019_leftImg8bit_05-11-2017.txt,9,1,0,berlin,2017,0
106,berlin_000106_000019_leftImg8bit_09-10-2016.txt,0,5,0,berlin,2016,0
107,berlin_000107_000019_leftImg8bit_07-09-2019.txt,4,3,1,berlin,2019,0
108,berlin_000108_000019_leftImg8bit_22-05-2017.txt,5,4,0,berlin,2017,0
109,berlin_000109_000019_leftImg8bit_09-07-2015.txt,14,1,0,berlin,2015,0
110,berlin_000110_000019_leftImg8bit_16-11-2016.txt,4,6,0,berlin,2016,0
111,berlin_000111_000019_leftImg8bit_12-10-2018.txt,2,6,2,berlin,2018,0
112,berlin_000112_000019_leftImg8bit_12-10-2019.txt,4,3,0,berlin,2019,0
113,berlin_000113_000019_leftImg8bit_17-06-2015.txt,16,1,1,berlin,2015,0
114,berlin_000114_000019_leftImg8bit_05-02-2019.txt,8,6,0,berlin,2019,0
115,berlin_000115_000019_leftImg8bit_28-04-2019.txt,11,0,0,berlin,2019,0
116,berlin_000116_000019_leftImg8bit_18-08-2016.txt,4,13,0,berlin,2016,0
117,berlin_000117_000019_leftImg8bit_26-03-2019.txt,7,8,2,berlin,2019,0
118,berlin_000118_000019_leftImg8bit_31-12-2015.txt,1,13,0,berlin,2015,0
119,berlin_000119_000019_leftImg8bit_14-10-2018.txt,2,4,0,berlin,2018,0
120,berlin_000120_000019_leftImg8bit_01-11-2019.txt,3,0,0,berlin,2019,0
121,berlin_000121_000019_leftImg8bit_10-09-2017.txt,1,6,0,berlin,2017,0
122,berlin_000122_000019_leftImg8bit_12-11-2016.txt,7,6,0,berlin,2016,0
123,berlin_000123_000019_leftImg8bit_01-07-2015.txt,7,2,2,berlin,2015,0
124,berlin_000124_000019_leftImg8bit_24-06-2019.txt,11,0,0,berlin,2019,0
125,berlin_000125_000019_leftImg8bit_07-08-2019.txt,11,0,0,berlin,2019,0
126,berlin_000126_000019_leftImg8bit_01-01-2017.txt,11,0,0,berlin,2017,0
127,berlin_000127_000019_leftImg8bit_22-01-2019.txt,7,4,2,berlin,2019,0
128,berlin_000128_000019_leftImg8bit_28-09-2015.txt,10,1,0,berlin,2015,0
129,berlin_000129_000019_leftImg8bit_28-10-2016.txt,10,0,0,berlin,2016,0
130,berlin_000130_000019_leftImg8bit_06-02-2019.txt,4,3,2,berlin,2019,0
131,berlin_000131_000019_leftImg8bit_23-12-2017.txt,3,0,0,berlin,2017,0
132,berlin_000132_000019_leftImg8bit_05-12-2015.txt,10,0,0,berlin,2015,0
133,berlin_000133_000019_leftImg8bit_13-09-2019.txt,11,1,0,berlin,2019,0
134,berlin_000134_000019_leftImg8bit_11-06-2018.txt,14,3,0,berlin,2018,0
135,berlin_000135_000019_leftImg8bit_14-06-2015.txt,0,3,0,berlin,2015,0
136,berlin_000136_000019_leftImg8bit_15-02-2015.txt,6,3,0,berlin,2015,0
137,berlin_000137_000019_leftImg8bit_29-06-2017.txt,10,6,0,berlin,2017,0
138,berlin_000138_000019_leftImg8bit_05-04-2019.txt,2,1,0,berlin,2019,0
139,berlin_000139_000019_leftImg8bit_03-12-2018.txt,12,0,0,berlin,2018,0
140,berlin_000140_000019_leftImg8bit_27-09-2015.txt,11,2,0,berlin,2015,0
141,berlin_000141_000019_leftImg8bit_18-04-2018.txt,16,0,0,berlin,2018,0
142,berlin_000142_000019_leftImg8bit_12-06-2017.txt,8,1,2,berlin,2017,0
143,berlin_000143_000019_leftImg8bit_14-10-2019.txt,6,5,0,berlin,2019,0
144,berlin_000144_000019_leftImg8bit_09-01-2018.txt,14,1,0,berlin,2018,0
145,berlin_000145_000019_leftImg8bit_11-03-2019.txt,0,1,1,berlin,2019,0
146,berlin_000146_000019_leftImg8bit_30-12-2016.txt,8,1,0,berlin,2016,0
147,berlin_000147_000019_leftImg8bit_31-05-2015.txt,6,3,2,berlin,2015,0
148,berlin_000148_000019_leftImg8bit_26-05-2015.txt,12,1,0,berlin,2015,0
149,berlin_000149_000019_leftImg8bit_09-11-2019.txt,14,1,0,berlin,2019,0
150,berlin_000150_000019_leftImg8bit_17-04-2017.txt,13,2,0,berlin,2017,0
151,berlin_000151_000019_leftImg8bit_30-08-2016.txt,11,2,0,berlin,2016,0
152,berlin_000152_000019_leftImg8bit_20-07-2018.txt,11,1,0,berlin,2018,0
153,berlin_000153_000019_leftImg8bit_10-02-2018.txt,10,1,2,berlin,2018,0
154,berlin_000154_000019_leftImg8bit_19-08-2018.txt,5,0,0,berlin,2018,0
155,berlin_000155_000019_leftImg8bit_26-04-2015.txt,6,4,0,berlin,2015,0
156,berlin_000156_000019_leftImg8bit_26-09-2016.txt,3,3,0,berlin,2016,0
157,berlin_000157_000019_leftImg8bit_10-08-2019.txt,13,1,0,berlin,2019,0
158,berlin_000158_000019_leftImg8bit_03-08-2017.txt,12,0,0,berlin,2017,0
159,berlin_000159_000019_leftImg8bit_24-07-2017.txt,6,2,0,berlin,2017,0
160,berlin_000160_000019_leftImg8bit_04-10-2015.txt,9,0,0,berlin,2015,0
161,berlin_000161_000019_leftImg8bit_16-07-2017.txt,2,0,4,berlin,2017,0
162,berlin_000162_000019_leftImg8bit_12-07-2016.txt,3,1,3,berlin,2016,0
163,berlin_000163_000019_leftImg8bit_07-06-2017.txt,13,2,0,berlin,2017,0
164,berlin_000164_000019_leftImg8bit_05-06-2019.txt,12,0,0,berlin,2019,0
165,berlin_000165_000019_leftImg8bit_28-09-2015.txt,16,0,0,berlin,2015,0
166,berlin_000166_000019_leftImg8bit_13-12-2015.txt,11,0,0,berlin,2015,0
167,berlin_000167_000019_leftImg8bit_28-06-2015.txt,7,0,0,berlin,2015,0
168,berlin_000168_000019_leftImg8bit_30-10-2018.txt,8,0,0,berlin,2018,0
169,berlin_000169_000019_leftImg8bit_26-03-2017.txt,12,1,0,berlin,2017,0
170,berlin_000170_000019_leftImg8bit_24-01-2015.txt,14,0,0,berlin,2015,0
171,berlin_000171_000019_leftImg8bit_07-07-2015.txt,13,0,0,berlin,2015,0
172,berlin_000172_000019_leftImg8bit_17-08-2015.txt,8,0,0,berlin,2015,0
173,berlin_000173_000019_leftImg8bit_17-01-2016.txt,4,1,1,berlin,2016,0
174,berlin_000174_000019_leftImg8bit_06-03-2019.txt,12,0,0,berlin,2019,0
175,berlin_000175_000019_leftImg8bit_21-12-2016.txt,10,1,0,berlin,2016,0
176,berlin_000176_000019_leftImg8bit_20-06-2015.txt,7,5,0,berlin,2015,0
177,berlin_000177_000019_leftImg8bit_17-07-2018.txt,10,0,0,berlin,2018,0
178,berlin_000178_000019_leftImg8bit_29-03-2018.txt,10,0,0,berlin,2018,0
179,berlin_000179_000019_leftImg8bit_07-06-2018.txt,9,1,3,berlin,2018,0
180,berlin_000180_000019_leftImg8bit_09-10-2018.txt,10,2,2,berlin,2018,0
181,berlin_000181_000019_leftImg8bit_01-01-2015.txt,4,13,1,berlin,2015,0
182,berlin_000182_000019_leftImg8bit_31-12-2017.txt,18,0,0,berlin,2017,0
183,berlin_000183_000019_leftImg8bit_13-05-2015.txt,8,2,0,berlin,2015,0
184,berlin_000184_000019_leftImg8bit_10-09-2016.txt,8,7,0,berlin,2016,0
185,berlin_000185_000019_leftImg8bit_18-12-2015.txt,5,2,1,berlin,2015,0
186,berlin_000186_000019_leftImg8bit_08-06-2017.txt,16,0,0,berlin,2017,0
187,berlin_000187_000019_leftImg8bit_28-06-2015.txt,5,0,2,berlin,2015,0
188,berlin_000188_000019_leftImg8bit_24-07-2017.txt,7,0,0,berlin,2017,0
189,berlin_000189_000019_leftImg8bit_28-08-2015.txt,14,0,0,berlin,2015,0
190,berlin_000190_000019_leftImg8bit_23-10-2015.txt,11,0,0,berlin,2015,0
191,berlin_000191_000019_leftImg8bit_17-11-2017.txt,4,6,0,berlin,2017,0
192,berlin_000192_000019_leftImg8bit_28-12-2017.txt,3,5,0,berlin,2017,0
193,berlin_000193_000019_leftImg8bit_10-11-2019.txt,3,5,0,berlin,2019,0
194,berlin_000194_000019_leftImg8bit_28-01-2019.txt,7,0,0,berlin,2019,0
195,berlin_000195_000019_leftImg8bit_18-03-2015.txt,7,0,0,berlin,2015,0
196,berlin_000196_000019_leftImg8bit_16-04-2019.txt,7,7,0,berlin,2019,0
197,berlin_000197_000019_leftImg8bit_24-08-2018.txt,3,4,1,berlin,2018,0
198,berlin_000198_000019_leftImg8bit_26-09-2019.txt,8,1,0,berlin,2019,0
199,berlin_000199_000019_leftImg8bit_08-11-2019.txt,5,1,0,berlin,2019,0
200,berlin_000200_000019_leftImg8bit_16-06-2019.txt,6,5,0,berlin,2019,0
201,berlin_000201_000019_leftImg8bit_05-07-2016.txt,9,2,0,berlin,2016,0
202,berlin_000202_000019_leftImg8bit_03-08-2018.txt,9,2,0,berlin,2018,0
203,berlin_000203_000019_leftImg8bit_18-04-2019.txt,2,1,1,berlin,2019,0
204,berlin_000204_000019_leftImg8bit_21-06-2019.txt,8,0,1,berlin,2019,0
205,berlin_000206_000019_leftImg8bit_21-06-2019.txt,6,3,0,berlin,2019,0
206,berlin_000207_000019_leftImg8bit_03-09-2015.txt,6,0,1,berlin,2015,0
207,berlin_000208_000019_leftImg8bit_11-05-2016.txt,9,0,4,berlin,2016,0
208,berlin_000209_000019_leftImg8bit_17-10-2015.txt,9,0,0,berlin,2015,0
209,berlin_000210_000019_leftImg8bit_27-02-2016.txt,8,4,1,berlin,2016,0
210,berlin_000211_000019_leftImg8bit_28-02-2019.txt,11,0,0,berlin,2019,0
211,berlin_000212_000019_leftImg8bit_15-09-2016.txt,11,1,0,berlin,2016,0
212,berlin_000213_000019_leftImg8bit_29-02-2016.txt,6,2,0,berlin,2016,0
213,berlin_000214_000019_leftImg8bit_09-06-2019.txt,1,4,2,berlin,2019,0
214,berlin_000215_000019_leftImg8bit_05-03-2016.txt,8,4,0,berlin,2016,0
215,berlin_000216_000019_leftImg8bit_14-12-2015.txt,9,1,0,berlin,2015,0
216,berlin_000217_000019_leftImg8bit_08-11-2016.txt,8,0,0,berlin,2016,0
217,berlin_000218_000019_leftImg8bit_28-10-2018.txt,11,2,0,berlin,2018,0
218,berlin_000219_000019_leftImg8bit_22-05-2017.txt,1,0,0,berlin,2017,0
219,berlin_000220_000019_leftImg8bit_07-05-2016.txt,6,1,0,berlin,2016,0
220,berlin_000221_000019_leftImg8bit_12-08-2017.txt,6,2,0,berlin,2017,0
221,berlin_000222_000019_leftImg8bit_07-11-2016.txt,8,8,1,berlin,2016,0
222,berlin_000223_000019_leftImg8bit_29-10-2019.txt,13,1,2,berlin,2019,0
223,berlin_000224_000019_leftImg8bit_14-02-2016.txt,11,1,0,berlin,2016,0
224,berlin_000225_000019_leftImg8bit_03-04-2019.txt,12,1,1,berlin,2019,0
225,berlin_000226_000019_leftImg8bit_17-06-2017.txt,6,8,3,berlin,2017,0
226,berlin_000227_000019_leftImg8bit_13-02-2015.txt,3,3,3,berlin,2015,0
227,berlin_000228_000019_leftImg8bit_28-06-2017.txt,7,0,0,berlin,2017,0
228,berlin_000229_000019_leftImg8bit_01-10-2019.txt,9,0,0,berlin,2019,0
229,berlin_000230_000019_leftImg8bit_28-09-2016.txt,7,1,0,berlin,2016,0
230,berlin_000231_000019_leftImg8bit_26-04-2016.txt,4,2,0,berlin,2016,0
231,berlin_000232_000019_leftImg8bit_24-10-2019.txt,12,0,0,berlin,2019,0
232,berlin_000233_000019_leftImg8bit_16-02-2017.txt,13,0,0,berlin,2017,0
233,berlin_000234_000019_leftImg8bit_04-02-2017.txt,13,0,0,berlin,2017,0
234,berlin_000235_000019_leftImg8bit_08-02-2016.txt,7,5,0,berlin,2016,0
235,berlin_000236_000019_leftImg8bit_27-04-2017.txt,6,2,0,berlin,2017,0
236,berlin_000237_000019_leftImg8bit_07-10-2015.txt,3,3,0,berlin,2015,0
237,berlin_000238_000019_leftImg8bit_21-06-2019.txt,4,4,2,berlin,2019,0
238,berlin_000239_000019_leftImg8bit_14-04-2019.txt,8,0,0,berlin,2019,0
239,berlin_000240_000019_leftImg8bit_27-01-2018.txt,4,2,0,berlin,2018,0
240,berlin_000241_000019_leftImg8bit_22-10-2017.txt,16,1,0,berlin,2017,0
241,berlin_000242_000019_leftImg8bit_25-07-2018.txt,8,3,0,berlin,2018,0
242,berlin_000243_000019_leftImg8bit_21-06-2017.txt,8,1,0,berlin,2017,0
243,berlin_000244_000019_leftImg8bit_05-12-2017.txt,18,1,0,berlin,2017,0
244,berlin_000245_000019_leftImg8bit_31-05-2017.txt,17,1,0,berlin,2017,0
245,berlin_000246_000019_leftImg8bit_21-01-2019.txt,5,3,0,berlin,2019,0
246,berlin_000247_000019_leftImg8bit_23-09-2015.txt,8,2,1,berlin,2015,0
247,berlin_000248_000019_leftImg8bit_14-09-2019.txt,14,0,1,berlin,2019,0
248,berlin_000249_000019_leftImg8bit_29-06-2017.txt,7,5,1,berlin,2017,0
249,berlin_000250_000019_leftImg8bit_12-04-2019.txt,12,1,0,berlin,2019,0
250,berlin_000251_000019_leftImg8bit_19-01-2017.txt,11,0,0,berlin,2017,0
251,berlin_000252_000019_leftImg8bit_26-05-2017.txt,4,0,1,berlin,2017,0
252,berlin_000253_000019_leftImg8bit_25-12-2016.txt,17,0,0,berlin,2016,0
253,berlin_000254_000019_leftImg8bit_23-09-2016.txt,8,2,1,berlin,2016,0
254,berlin_000255_000019_leftImg8bit_11-06-2015.txt,0,6,1,berlin,2015,0
255,berlin_000256_000019_leftImg8bit_13-04-2017.txt,4,7,0,berlin,2017,0
256,berlin_000257_000019_leftImg8bit_24-01-2015.txt,16,0,0,berlin,2015,0
257,berlin_000258_000019_leftImg8bit_24-07-2019.txt,14,1,1,berlin,2019,0
258,berlin_000259_000019_leftImg8bit_29-08-2017.txt,9,5,2,berlin,2017,0
259,berlin_000260_000019_leftImg8bit_23-01-2019.txt,11,0,0,berlin,2019,0
260,berlin_000261_000019_leftImg8bit_07-07-2016.txt,8,3,1,berlin,2016,0
261,berlin_000262_000019_leftImg8bit_30-12-2019.txt,11,0,0,berlin,2019,0
262,berlin_000263_000019_leftImg8bit_01-07-2015.txt,13,0,0,berlin,2015,0
263,berlin_000264_000019_leftImg8bit_01-12-2017.txt,9,0,0,berlin,2017,0
264,berlin_000265_000019_leftImg8bit_31-08-2015.txt,8,1,0,berlin,2015,0
265,berlin_000266_000019_leftImg8bit_11-09-2015.txt,7,1,0,berlin,2015,0
266,berlin_000267_000019_leftImg8bit_09-07-2018.txt,6,6,3,berlin,2018,0
267,berlin_000268_000019_leftImg8bit_06-10-2018.txt,3,0,0,berlin,2018,0
268,berlin_000269_000019_leftImg8bit_08-07-2017.txt,8,1,1,berlin,2017,0
269,berlin_000270_000019_leftImg8bit_15-11-2015.txt,2,2,2,berlin,2015,0
270,berlin_000271_000019_leftImg8bit_30-08-2018.txt,5,2,2,berlin,2018,0
271,berlin_000272_000019_leftImg8bit_21-07-2016.txt,13,0,0,berlin,2016,0
272,berlin_000273_000019_leftImg8bit_23-11-2019.txt,14,1,0,berlin,2019,0
273,berlin_000274_000019_leftImg8bit_10-01-2018.txt,6,0,1,berlin,2018,0
274,berlin_000275_000019_leftImg8bit_30-08-2018.txt,5,1,0,berlin,2018,0
275,berlin_000276_000019_leftImg8bit_21-04-2017.txt,12,0,0,berlin,2017,0
276,berlin_000277_000019_leftImg8bit_17-01-2016.txt,3,1,0,berlin,2016,0
277,berlin_000278_000019_leftImg8bit_24-08-2019.txt,3,0,0,berlin,2019,0
278,berlin_000279_000019_leftImg8bit_06-12-2016.txt,14,0,0,berlin,2016,0
279,berlin_000280_000019_leftImg8bit_20-03-2018.txt,3,0,0,berlin,2018,0
280,berlin_000281_000019_leftImg8bit_09-01-2015.txt,5,1,0,berlin,2015,0
281,berlin_000282_000019_leftImg8bit_13-11-2016.txt,7,2,0,berlin,2016,0
282,berlin_000283_000019_leftImg8bit_10-01-2017.txt,15,1,0,berlin,2017,0
283,berlin_000284_000019_leftImg8bit_11-10-2019.txt,7,2,0,berlin,2019,0
284,berlin_000285_000019_leftImg8bit_19-02-2019.txt,5,0,3,berlin,2019,0
285,berlin_000286_000019_leftImg8bit_23-04-2018.txt,14,2,0,berlin,2018,0
286,berlin_000287_000019_leftImg8bit_25-05-2017.txt,5,7,1,berlin,2017,0
287,berlin_000288_000019_leftImg8bit_18-01-2019.txt,8,2,0,berlin,2019,0
288,berlin_000289_000019_leftImg8bit_24-06-2018.txt,15,0,0,berlin,2018,0
289,berlin_000290_000019_leftImg8bit_29-01-2019.txt,12,0,0,berlin,2019,0
290,berlin_000291_000019_leftImg8bit_06-02-2017.txt,8,0,0,berlin,2017,0
291,berlin_000292_000019_leftImg8bit_07-02-2018.txt,12,0,0,berlin,2018,0
292,berlin_000293_000019_leftImg8bit_09-05-2016.txt,8,1,0,berlin,2016,0
293,berlin_000294_000019_leftImg8bit_25-10-2019.txt,4,4,1,berlin,2019,0
294,berlin_000295_000019_leftImg8bit_01-03-2019.txt,10,3,0,berlin,2019,0
295,berlin_000296_000019_leftImg8bit_22-06-2018.txt,15,0,0,berlin,2018,0
296,berlin_000297_000019_leftImg8bit_27-06-2015.txt,4,0,0,berlin,2015,0
297,berlin_000298_000019_leftImg8bit_06-11-2015.txt,12,0,0,berlin,2015,0
298,berlin_000299_000019_leftImg8bit_25-07-2017.txt,3,0,0,berlin,2017,0
299,berlin_000300_000019_leftImg8bit_26-05-2018.txt,12,1,0,berlin,2018,0
300,berlin_000301_000019_leftImg8bit_27-09-2016.txt,11,0,0,berlin,2016,0
301,berlin_000302_000019_leftImg8bit_11-05-2018.txt,15,1,0,berlin,2018,0
302,berlin_000303_000019_leftImg8bit_06-08-2017.txt,12,2,0,berlin,2017,0
303,berlin_000304_000019_leftImg8bit_04-04-2016.txt,12,3,0,berlin,2016,0
304,berlin_000305_000019_leftImg8bit_22-11-2015.txt,3,1,0,berlin,2015,0
305,berlin_000306_000019_leftImg8bit_27-02-2016.txt,10,0,0,berlin,2016,0
306,berlin_000307_000019_leftImg8bit_16-01-2015.txt,10,2,0,berlin,2015,0
307,berlin_000308_000019_leftImg8bit_11-03-2019.txt,11,0,0,berlin,2019,0
308,berlin_000309_000019_leftImg8bit_17-01-2017.txt,7,1,0,berlin,2017,0
309,berlin_000310_000019_leftImg8bit_28-02-2015.txt,9,0,0,berlin,2015,0
